3_Computer_Repair_Service;1658.735939;[20.390042, 21.79923, 20.54082, 20.278734, 22.159767, 21.59329, 20.864132, 18.806688];[1877, 1877, 1877, 1877, 1877, 1877, 1877, 1877];[24, 31, 24, 23, 34, 30, 26, 25];[63.8073, 52.083553, 41.309162, 46.186709, 89.630504, 30.764441, 69.218863, 48.587342];[2028, 2037, 2030, 2031, 2037, 2033, 2029, 2034];[265, 192, 138, 156, 456, 70, 304, 184];[143.78238199999998, 127.98628199999999, 106.520448, 109.534989, 145.282213, 125.79519000000002, 145.829416, 145.972193];[2265.6, 2169.6, 2116.6, 2134.6, 2466.6, 2049.6, 2302.6, 2162.6];[124.8, 107.4, 98.8, 87.6, 122.4, 111.8, 124.0, 131.4];7
4_Expense_Handling_Process;312.761306;[17.721027, 20.702723];[1848, 1848];[13, 26];[36.386159, 34.722275];[1987, 2000];[102, 103];[106.06007499999998, 97.16524199999999];[2050.6, 2045.6];[89.8, 84.6];1
8_Mikkeller_webshop;300.956413;[19.154157, 17.215535];[1915, 1915];[22, 12];[32.083562, 36.758659];[2068, 2052];[118, 136];[80.83806899999999, 114.903199];[2151.6, 2161.6];[116.4, 150.8];1
10_Design_approval;477.064135;[17.814724, 17.5177, 18.397758];[1839, 1839, 1839];[13, 13, 16];[48.754158, 42.806547, 40.008517];[1980, 1980, 1984];[181, 149, 136];[99.16095999999999, 75.659235, 116.93929500000002];[2120.6, 2088.6, 2068.6];[97.2, 66.4, 107.2];2
15_Long_term_renting_process;436.137765;[20.247989, 20.712513];[2157, 2157];[11, 13];[57.217388, 50.39332];[2296, 2296];[250, 220];[146.593601, 140.967672];[2520.6, 2496.6];[148.4, 146.2];1
16_Bicycle_Rental_Process;2231.375294;[19.72974, 21.016623, 23.08655, 20.51953, 19.873931, 20.762008, 19.516406, 20.3559, 19.897932];[2110, 2110, 2110, 2110, 2110, 2110, 2110, 2110, 2110];[20, 19, 37, 22, 20, 19, 20, 23, 19];[52.400479, 45.766972, 70.144041, 72.746725, 55.22286, 61.97923, 62.434126, 84.237186, 68.480079];[2258, 2255, 2275, 2258, 2258, 2255, 2258, 2262, 2255];[260, 218, 311, 343, 229, 340, 262, 484, 312];[108.94028399999999, 109.04484, 157.98418300000003, 205.453529, 174.32488800000002, 147.591342, 195.536732, 211.513149, 162.799017];[2471.6, 2418.6, 2554.6, 2552.6, 2451.6, 2551.6, 2484.6, 2722.6, 2538.6];[108.6, 109.2, 123.8, 185.8, 189.4, 111.6, 188.6, 242.0, 150.0];8
18_nan;372.772573;[22.775664];[2401];[23];[86.811054];[2555];[426];[263.181413];[2929.6];[246.2];0
1_Hospital_Workflow;287.551961;[17.9256, 19.066148];[1965, 1965];[11, 16];[29.325413, 42.507714];[2103, 2109];[86, 168];[82.555387, 96.166092];[2152.6, 2226.6];[84.0, 95.6];1
13_Translation_Order_Handling_Process;669.716207;[18.283774, 19.508133, 22.667282, 19.349337];[1995, 1995, 1995, 1995];[18, 18, 34, 25];[29.457703, 51.282659, 42.622504, 38.317939];[2143, 2142, 2155, 2146];[70, 231, 186, 164];[122.792915, 90.345599, 102.283392, 112.793304];[2164.6, 2347.6, 2293.6, 2263.6];[128.0, 96.4, 128.6, 126.8];3
5_Quality_control_of_medical_products;4434.807947;[19.49816, 18.264297, 17.810375, 18.138604, 19.247452, 16.836712, 19.120866, 18.267218, 18.661665, 18.921427, 18.464243, 18.185843, 18.44547, 18.611089, 19.792461, 19.633199, 17.313724, 18.835015, 17.381836, 20.259496, 19.986326];[1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949, 1949];[20, 13, 13, 13, 20, 13, 20, 13, 14, 20, 14, 13, 20, 22, 20, 20, 24, 22, 13, 20, 20];[42.121255, 46.660616, 36.898211, 53.917537, 59.179366, 37.086449, 52.33567, 47.098468, 50.223055, 60.353365, 37.765339, 50.473449, 59.314122, 56.8498, 39.23203, 45.834283, 40.825675, 61.307376, 54.204023, 50.22015, 51.444272];[2100, 2091, 2091, 2091, 2100, 2091, 2100, 2091, 2092, 2100, 2092, 2091, 2100, 2100, 2100, 2096, 2100, 2100, 2091, 2100, 2100];[198, 218, 232, 243, 284, 120, 235, 253, 244, 284, 164, 236, 247, 232, 141, 164, 145, 258, 234, 231, 228];[90.930098, 138.957041, 128.594009, 119.312437, 168.71209399999998, 114.97497599999998, 145.67033899999998, 162.191943, 131.441268, 160.278714, 153.451241, 167.055049, 166.485659, 149.938785, 108.17183399999999, 150.69917900000002, 136.92407699999998, 165.87692499999997, 162.328583, 145.512346, 142.239342];[2238.6, 2255.6, 2268.6, 2279.6, 2333.6, 2169.6, 2287.6, 2321.6, 2282.6, 2319.6, 2213.6, 2273.6, 2282.6, 2268.6, 2191.6, 2224.6, 2214.6, 2293.6, 2271.6, 2268.6, 2279.6];[108.8, 183.2, 166.2, 169.2, 285.8, 164.6, 164.0, 197.2, 184.8, 162.2, 142.4, 163.0, 183.0, 153.2, 104.6, 132.4, 130.6, 159.8, 167.4, 131.8, 161.6];20
