3_Computer_Repair_Service;159.48439;[28.15897];[1777];[13];[67.755494];[1818];[140];[63.568321];[2015];[198];0
4_Expense_Handling_Process;294.880285;[26.618108, 27.068742];[1748, 1748];[11, 11];[54.235235, 50.646009];[1785, 1785];[104, 94];[62.656298, 73.653371];[1946, 1937];[212, 266];1
8_Mikkeller_webshop;168.466812;[30.804882];[1815];[19];[71.103029];[1860];[163];[66.552754];[2068];[206];0
10_Design_approval;135.298351;[27.166937];[1739];[12];[66.219203];[1777];[150];[41.910447];[1980];[127];0
15_Long_term_renting_process;228.67282;[31.604579];[2057];[11];[96.092394];[2094];[237];[100.973828];[2380];[315];0
16_Bicycle_Rental_Process;222.490767;[34.785643];[2010];[23];[86.804685];[2060];[216];[100.898342];[2316];[348];0
18_nan;1945.94768;[39.782399, 39.283221, 37.648566, 39.861758, 38.238864, 39.095664, 39.271616];[2301, 2301, 2301, 2301, 2301, 2301, 2301];[23, 23, 19, 22, 19, 22, 23];[124.212838, 120.980867, 128.873042, 145.665376, 116.124405, 103.760327, 131.2096];[2351, 2351, 2345, 2350, 2345, 2350, 2351];[344, 334, 367, 440, 304, 264, 388];[73.333321, 101.981794, 99.998286, 114.165615, 165.175002, 123.146935, 124.127684];[2726, 2716, 2747, 2816, 2686, 2651, 2770];[205, 324, 306, 371, 671, 411, 417];6
1_Hospital_Workflow;222.606824;[28.682162, 29.505234];[1865, 1865];[11, 14];[38.509349, 54.141012];[1902, 1908];[37, 90];[18.886136, 52.879605];[2006, 2051];[37, 142];1
5_Quality_control_of_medical_products;234.911801;[30.945979];[1849];[20];[98.097267];[1895];[268];[105.866344];[2206];[380];0
13_Translation_Order_Handling_Process;1244.305222;[15.485122, 12.780845, 14.409389, 14.141157, 15.099174, 14.250811, 14.134622, 14.368422, 15.344407, 13.826378, 13.980412, 13.915201, 14.308949, 17.750168];[1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895];[12, 11, 13, 15, 13, 11, 11, 14, 11, 11, 13, 13, 11, 17];[26.702949, 34.822786, 38.960398, 44.452259, 28.192686, 33.111201, 30.802448, 34.137563, 31.62881, 28.937359, 24.840668, 23.343583, 33.565468, 55.778586];[1934, 1932, 1934, 1939, 1935, 1932, 1932, 1935, 1932, 1932, 1934, 1934, 1932, 1938];[83, 133, 149, 192, 94, 131, 116, 140, 117, 98, 78, 66, 127, 266];[28.530126, 18.184825, 42.799582, 25.259694, 51.689493, 58.820506, 69.533793, 15.696382, 42.199863, 62.949547, 52.411132, 34.453912, 21.775604, 46.91247];[2090, 2127, 2132, 2186, 2089, 2126, 2110, 2139, 2112, 2093, 2082, 2061, 2122, 2245];[142, 80, 242, 117, 318, 366, 459, 68, 245, 410, 331, 193, 88, 258];13
